OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
8729,1996,CA,USF,STF,RALPH,,1996/11/07 00:00:00+00,1996/11/08 00:00:00+00,5,8,1,16.70612,20090305,,,00000081,,1990,108891.06640625,1439.1034670243
8730,1996,CA,USF,STF,ROGGE,,1996/08/14 00:00:00+00,1996/08/31 00:00:00+00,1,8,1,20943.97,20090305,,,00000038,,1990,136337857.402344,79583.0445264242
8731,1996,CA,USF,STF,NORTH MATHER,,1996/08/14 00:00:00+00,1996/08/15 00:00:00+00,1,8,1,22.18765,20090305,,,00000053,,1990,144375.78125,1526.40134182707
8732,1996,CA,USF,STF,BIG CREEK,,1996/08/14 00:00:00+00,1996/08/16 00:00:00+00,1,8,1,93.6095,20090305,,,00000048,,1990,607623.5390625,2996.41128315748
8733,1996,CA,CDF,TCU,MANUAL,00004539,1996/08/12 00:00:00+00,,1,8,1,377.6519,,,,00000685,,1990,2481414.22265625,7162.37533008544
8734,1996,CA,NPS,YNP,PW5B,00000000,,,9,,1,8.352673, ,,,00000040,,1990,54169.9609375,2890.36842139721
8735,1996,CA,NPS,YNP,LEANING,00000000,,,9,,1,15.27719, ,,,00000112,,1990,98955.94921875,1228.19311030265
8736,1996,CA,NPS,YNP,TILTILL,00000000,,,9,,1,25.80878, ,,,00000148,,1990,168421.18359375,1859.80904138853
8737,1996,CA,NPS,YNP,ACKERSON (SPOT),00000000,,,1,,1,30.95271, ,,,00000120,,1990,201030.7421875,1684.86752655922
8738,1996,CA,NPS,YNP,RANGER Y,00000000,,,9,,1,12.06448, ,,,00000010,,1990,78219.421875,1479.42550428177
8739,1996,CA,NPS,KNP,RATTLESNA,00000000,1996/07/13 00:00:00+00,1996/08/27 00:00:00+00,1,8,2,7.127046,,,,00000059,,1990,45265.89453125,1092.16172394576
8740,1996,CA,NPS,KNP,DORST,00000000,1996/06/27 00:00:00+00,1996/11/18 00:00:00+00,1,8,2,1459.859,,,,00000033,,1990,9193550.19921875,22057.2487625056
8741,1996,CA,NPS,KNP,CASTLE CO,00000000,1996/07/26 00:00:00+00,1996/11/05 00:00:00+00,1,8,1,2692.602,,,,00000072,,1990,16905101.0859375,19881.0873183521
8742,1996,CA,NPS,KNP,HOSPITAL,00000000,1996/07/28 00:00:00+00,1996/08/10 00:00:00+00,4,8,1,295.1566,,,,00000075,,1990,1853207.0390625,8258.15864932782
8743,1996,CA,NPS,KNP,KAWEAH,00000000,1996/08/13 00:00:00+00,1996/08/25 00:00:00+00,10,8,1,4654.872,,,,00000088,,1990,29204614.3984375,30098.6619463917
8744,1996,CA,NPS,KNP,CASTLE,00000000,1996/07/11 00:00:00+00,1996/11/05 00:00:00+00,1,8,2,58.96498,,,,00000051,,1990,370052.65234375,5263.77543185132
8745,1996,CA,NPS,KNP,BIG ARROY,00000000,1996/08/02 00:00:00+00,1996/11/05 00:00:00+00,1,8,2,3496.583,,,,00000082,,1990,21920371.1992188,24569.6024249571
8746,1996,CA,NPS,KNP,PALMER,00000000,1996/07/12 00:00:00+00,1996/07/16 00:00:00+00,1,8,1,7.381869,,,,00000055,,1990,46173.5703125,1069.96874785084
8747,1996,CA,NPS,YNP,ACKERSON,,1996/08/14 00:00:00+00,,1,8,1,59111.76,20090305,,,00000120,,1990,384958442.847656,118728.599401332
8748,1996,CA,NPS,YNP,KIBBIE,,,,1,8,1,292.5965,20090305,,,00000120,,1990,1911877.33203125,9019.05130834911
8749,1996,CA,NPS,LNP,CRATERPNF,,,,1,6,2,153.3604, ,,,96-08,,1990,1073899.95703125,4081.80779080543
8750,1996,CA,NPS,LNP,CRATER WF,,,,1,6,1,198.8731, ,,,96-18,,1990,1392830.3671875,8498.90407240519
8751,1996,CA,NPS,YNP,KENDRICK,00000118,1996/08/10 00:00:00+00,,1,8,2,821.1595,,,,00000118,,1990,5362712.47265625,12847.4346015731
8752,1996,CA,NPS,YNP,ADAM,00000094,1996/07/27 00:00:00+00,,1,8,2,248.336,,,,00000094,,1990,1605645.51171875,5762.64481550409
8753,1996,CA,NPS,YNP,PORCUPINE,00000073,1996/07/13 00:00:00+00,,1,8,2,17.05791,,,,00000073,,1990,110790.8359375,1292.71053213786
8754,1996,CA,NPS,YNP,PORCUPINE,00000073,1996/07/13 00:00:00+00,,1,8,2,88.32021,,,,00000073,,1990,573678.82421875,3820.2433159373
8755,1996,CA,NPS,YNP,CLARK,,,,,,2,10.49762,000000000YNP-086,,,,,1990,68023.73046875,1415.7444017557
8756,1996,CA,NPS,YNP,GREY,,,,,,2,15.59894,000000000YNP-145,,,,,1990,100945.5859375,1278.76631938586
8757,1996,CA,NPS,YNP,ILL,,,,,,2,571.3394,000000000YNP-169,,,,,1990,3696317.16796875,10042.9160926917
8758,1996,CA,CCO,LAC,CALABASAS,00961579,1996/10/21 00:00:00+00,1996/11/04 00:00:00+00,14,7,1,12189.4,,,,00000031,,1990,72083561.9179688,129545.924414565
8759,1995,CA,USF,BDF,PEACH #2,00000000,1995/09/23 00:00:00+00,1995/09/23 00:00:00+00,7,8,1,163.9469,,,,00000167,,1990,965185.64453125,3913.37704009881
8760,1995,CA,USF,BDF,BROOK,00000000,1995/08/20 00:00:00+00,1995/08/20 00:00:00+00,2,8,1,25.55404,,,,00000118,,1990,151755.41015625,1631.98572579505
8761,1995,CA,USF,SQF,NOBE,00000000,1995/11/19 00:00:00+00,1995/11/21 00:00:00+00,5,8,1,109.2071,,,,00000092,,1990,677318.0390625,3487.29866561385
8762,1995,CA,USF,SQF,BINGO,00000000,1995/09/07 00:00:00+00,1995/09/08 00:00:00+00,7,8,1,68.0064,,,,00000071,,1990,421674.59765625,4272.31997524825
8763,1995,CA,USF,TNF,HELESTER,00000000,1995/08/11 00:00:00+00,1995/08/16 00:00:00+00,2,,1,627.3762, ,,,00000022,,1990,4234583.40234375,8327.98240911861
8764,1995,CA,USF,ANF,BARE,00000000,1995/07/23 00:00:00+00,1995/07/24 00:00:00+00,9,8,1,8.70929,,,,00000070,,1990,51869.81640625,829.01412196957
8765,1995,CA,USF,ANF,STONYVALE,00000000,1995/09/03 00:00:00+00,1995/09/03 00:00:00+00,3,8,1,9.222138,,,,00000121,,1990,54802.80078125,949.222488595476
8766,1995,CA,USF,ANF,KENTUCKY,00000000,1995/07/06 00:00:00+00,1995/07/06 00:00:00+00,9,8,1,34.69384,,,,00000046,,1990,206942.7578125,1771.88657549004
8767,1995,CA,CDF,MVU,POWAY,00000000,1995/08/31 00:00:00+00,,14,,1,1680.448,,,,000056.0,,1990,9689027.3046875,15795.6832807577
8768,1995,CA,USF,CNF,BUTTERFIELD,00000000,1995/06/19 00:00:00+00,1995/06/26 00:00:00+00,7,8,1,6690.608,,,,00000010,,1990,38555940.4609375,33271.9499416175
8769,1995,CA,CDF,MVU,SYCAMORE,00000000,1995/07/16 00:00:00+00,,14,,1,2115.671,,,,000048.0,,1990,12181648.859375,15394.2419060987
8770,1995,CA,CDF,MVU,MCCAIN,00009111,1995/12/12 00:00:00+00,,5,,1,301.9305,,,,00001313,,1990,1730125.44140625,9300.74576613875
8771,1995,CA,CCO,LAC,WEST FIRE NO II,00951115,1995/07/28 00:00:00+00,,14,,1,499.6191,,,,00000020,,1990,3006637.1875,10872.40060384
8772,1995,CA,CCO,LAC,DELTA FIRE,00951296,1995/08/29 00:00:00+00,,14,,1,455.3564,,,,00000074,,1990,2738465.72265625,11263.2089153621
8773,1995,CA,CCO,LAC,110TH FIRE,00951435,1995/09/23 00:00:00+00,,14,,1,321.3112,,,,00000039,,1990,1929919.1328125,21915.9930583816
8774,1995,CA,CCO,LAC,WEST FIRE,00959701,1995/07/02 00:00:00+00,,14,,1,132.9711,,,,00000002,,1990,798811.58203125,6034.24918785067
8775,1995,CA,CCO,LAC,EASTSIDE FIRE,00951114,1995/07/28 00:00:00+00,,14,,1,457.749,,,,00000097,,1990,2746562.80859375,12362.2373360744
8776,1995,CA,CCO,LAC,SAN MARTINEZ FIRE,00000000,1995/07/29 00:00:00+00,,14,,1,2.837541,,,,00000000,,1990,16925.80078125,508.222418772973
8777,1995,CA,CCO,LAC,SAN RAMON FIRE,00000000,1995/07/12 00:00:00+00,,14,,1,4.515202,,,,00000000,,1990,26489.69140625,631.652031136961
8778,1995,CA,CCO,LAC,TEHON FIRE,00000000,1995/07/26 00:00:00+00,,14,,1,459.5995,,,,00000000,,1990,2765132.09375,7782.64673577427
8779,1995,CA,CCO,LAC,LA CANADA FIRE,00000000,1995/08/31 00:00:00+00,,14,,1,6.92146,,,,00000000,,1990,41044.53125,776.07514160734
8780,1995,CA,CCO,LAC,PUENTE HILLS FIRE,00000000,1995/08/27 00:00:00+00,,14,,1,106.6294,,,,00000000,,1990,629786.12109375,3804.58144891456
8781,1995,CA,CCO,LAC,KINNELOA FIRE,00000000,1995/07/07 00:00:00+00,,14,,1,23.55996,,,,00000000,,1990,139675.3828125,1526.10451911329
8782,1995,CA,CCO,LAC,LANTERMAN FIRE,00000000,1995/08/30 00:00:00+00,,14,,1,8.255976,,,,00000000,,1990,48775.04296875,912.105623693709
8783,1995,CA,CCO,LAC,POMONA FIRE,00000000,1995/08/30 00:00:00+00,,14,,1,22.41179,,,,00000000,,1990,132459.73046875,1529.086408099
8784,1995,CA,CCO,LAC,DESERT FIRE,00000000,1995/07/02 00:00:00+00,,14,,1,245.635,,,,00000000,,1990,1477081.76953125,7068.24287673064
8785,1995,CA,USF,SQF,OAT,00000000,1995/09/25 00:00:00+00,1995/09/25 00:00:00+00,3,8,1,39.25023,,,,00000080,,1990,243279.24609375,3004.9625372757
8786,1995,CA,USF,SQF, ,00000000,1995/07/04 00:00:00+00,1995/07/04 00:00:00+00,9,8,1,73.88729,,,,00000026,,1990,453168.25390625,3032.72529193406
8787,1995,CA,USF,SQF,ROCKY,00000000,1995/07/17 00:00:00+00,1995/07/19 00:00:00+00,9,8,1,1703.705,,,,00000037,,1990,10420822.5039062,18353.9251084031
8788,1995,CA,USF,SQF,LIVE OAK,00000000,1995/07/26 00:00:00+00,1995/07/26 00:00:00+00,7,8,1,175.3719,,,,00000041,,1990,1072555.69140625,4586.53976916738
8789,1995,CA,USF,INF,POLE,00000000,1995/06/14 00:00:00+00,1995/07/20 00:00:00+00,9,8,1,4746.75,,,,00000005,,1990,30473377.8476562,35789.5305736238
8790,1995,CA,USF,SQF, ,00000000,1995/09/07 00:00:00+00,,9,,1,34.16389,,,,00000071,,1990,211825.57421875,2447.94265872288
8791,1995,CA,USF,SQF, ,00000000,1995/09/07 00:00:00+00,,9,,1,6.749252,,,,00000071,,1990,41286.44140625,883.250380980027
8792,1995,CA,CCO,KRN,POE,00000000,1995/07/09 00:00:00+00,,2,,1,427.491,,,,00000000,,1990,2587498.62890625,8331.17723838257
8793,1995,CA,CCO,KRN,DEVILS DEN,00000000,1995/06/22 00:00:00+00,,10,,1,760.553,,,,00000000,,1990,4685035.45703125,9275.4071977288
8794,1995,CA,CCO,KRN,RANCH,00000000,1995/08/25 00:00:00+00,,2,,1,414.5959,,,,00000000,,1990,2551163.73046875,7781.28796201329
8795,1995,CA,CCO,KRN,PUMP,00000000,1995/08/15 00:00:00+00,,7,,1,8804.66,,,,00000000,,1990,53679722.9492188,35257.264516013
8796,1995,CA,CCO,KRN,KELLER,00000000,1995/08/29 00:00:00+00,,14,,1,1140.423,,,,00000000,,1990,6919503.92578125,11394.880806877
8797,1995,CA,CCO,KRN,LIME,00000000,1995/10/05 00:00:00+00,,14,,1,130.7797,,,,00000000,,1990,795250.76953125,4897.49329250207
8798,1995,CA,CCO,VNC,SEXTON I,00000000,1995/10/12 00:00:00+00,,14,,1,391.3748,,,,00000000,,1990,2327234.9375,8418.50947699106
8799,1995,CA,CCO,VNC,WILDWOOD I,00000000,1995/06/01 00:00:00+00,,14,,1,798.7638,,,,00000000,,1990,4739523.62890625,17710.0018324171
8800,1995,CA,BLM,NOD, ,00000000,1995/09/15 00:00:00+00,,1,,1,464.4351,,,,0000D538,,1990,3315303.67578125,8887.58851221389
8801,1995,CA,BLM,NOD, ,00000000,1995/09/16 00:00:00+00,,1,,1,49.28793,,,,0000D527,,1990,353102.16015625,2289.0048049963
8802,1995,CA,BLM,NOD, ,00000000,1995/09/16 00:00:00+00,,1,,1,103.1557,,,,0000D530,,1990,737766.8515625,3541.90501812378
8803,1995,CA,CDF,RRU,ECHO,00042384,1995/08/29 00:00:00+00,,14,,1,372.0556,,,,00001402,,1990,2189530.87890625,9929.12476706438
8804,1995,CA,CDF,RRU,GRANITE,00042895,1995/09/01 00:00:00+00,,3,,1,487.934,,,,00001432,,1990,2881929.91796875,7953.77299063787
8805,1995,CA,CDF,RRU,LINCOLN,00007075,,,14,,1,220.8181,,,,00000000,,1990,1290357.45703125,6448.36891136366
8806,1995,CA,CDF,RRU,LA CRESTA,00008250,,,14,,1,115.5713,,,,00000000,,1990,675327.45703125,4925.70430579469
8807,1995,CA,CDF,RRU,PEACH,00006828,,,14,,1,476.7694,,,,00000000,,1990,2807430.27734375,6599.96411126004
8808,1995,CA,CDF,MVU,WARNERS,00007507,1995/10/13 00:00:00+00,,9,,1,2299.38,,,,00000997,,1990,13367076.9335938,16781.1621895895
8809,1995,CA,CDF,MVU,SPRINGS,00007726,1995/10/20 00:00:00+00,,2,,1,169.946,,,,00001037,,1990,988037.6328125,6425.74338408464
8810,1995,CA,CDF,RRU,HIGHWAY,00006824,,,14,,1,102.7129,,,,00000000,,1990,598747.640625,3710.41665987019
8811,1995,CA,CDF,RRU,VERBENIA,00037739,1995/08/04 00:00:00+00,,2,,1,21444.13,,,,00001174,,1990,126584160.324219,101895.943638917
8812,1995,CA,USF,BDF,APACHE,00000000,1995/09/25 00:00:00+00,1995/09/29 00:00:00+00,7,8,1,2962.462,,,,00000172,,1990,17441443.5976562,30921.2968818942
8813,1995,CA,CDF,RRU,SEMINOLE,00058072,1995/11/25 00:00:00+00,,2,,1,645.1498,,,,00002005,,1990,3798610.45703125,8826.43665246145
8814,1995,CA,USF,BDF, ,00000000,,,14,,1,45.12479,,,,00000000,,1990,266873.72265625,2369.04416655329
8815,1995,CA,CDF,RRU,BLUFF,00050406,1995/10/13 00:00:00+00,,4,,1,2460.567,,,,00001738,,1990,14526322.7226562,25497.9297848256
8816,1995,CA,USF,BDF,CROWDER,00000000,1995/07/26 00:00:00+00,1995/07/26 00:00:00+00,2,8,1,1062.99,,,,00000080,,1990,6323239.078125,14140.9641959138
8817,1995,CA,USF,BDF,CAL STATE,00000000,1995/11/27 00:00:00+00,1995/11/28 00:00:00+00,9,8,1,224.3067,,,,00000000,,1990,1329950.4453125,5454.42061104113
8818,1995,CA,CDF,FKU,POWERHOUSE #2/#3 ,00035957,1995/08/23 00:00:00+00,1995/08/31 00:00:00+00,7,,1,624.1534,UFS LOCAL NUMBERS 048 AND 050,,,00000165,,1990,3980891.5234375,8076.3646842752
8819,1995,CA,CCO,LAC,AVENUE FIRE,00951332,1995/09/04 00:00:00+00,,14,,1,37.98811,,,,00000095,,1990,228710.484375,2651.4117056243
8820,1995,CA,CCO,LAC,J-I/C FIRE,00959736,1995/07/03 00:00:00+00,,14,,1,60.56356,,,,00000005,,1990,363361.46484375,4434.63445510904
8821,1995,CA,CCO,LAC,LEONA FIRE,00951039,1995/07/14 00:00:00+00,,14,,1,96.41117,,,,00000024,,1990,577216.234375,4123.5305111729
8822,1995,CA,CCO,LAC,PALMDALE FIRE,00951363,1995/09/10 00:00:00+00,,14,,1,133.5669,,,,00000070,,1990,799627.3828125,6460.90714540016
8823,1995,CA,USF,KNF,PONY,00000000,1995/08/01 00:00:00+00,1995/08/15 00:00:00+00,4,8,1,1710.298,,,,00000070,,1990,12398563.8515625,15478.5575599091
8824,1995,CA,CDF,TCU,PEORIA,00003581,1995/07/16 00:00:00+00,,2,,1,3660.346,,,,00000471,,1990,23846334.8125,24354.3382262235
8825,1995,CA,CDF,TCU,CERRITOS,00005371,1995/09/29 00:00:00+00,,14,,1,843.968,,,,00000758,,1990,5449459.76171875,10590.7752475118
8826,1995,CA,CDF,TCU,MURRAY,00005525,1995/10/06 00:00:00+00,,9,,1,272.2987,,,,00000789,,1990,1787700.3671875,6858.12109166653
8827,1995,CA,CDF,BTU,HWY 149,00008979,1995/10/04 00:00:00+00,,14,,1,2139.81,,,,00010981,,1990,14583615.8359375,29572.939874309
8828,1995,CA,CDF,SCU,COSTA #2,00001645,1995/07/16 00:00:00+00,,14,,1,532.3634,,,,00000138,,1990,3461022.87109375,7923.02857714305
8829,1995,CA,CDF,SCU,KENETECH #7,00002193,1995/08/28 00:00:00+00,,2,,1,436.2084,,,,00000234,,1990,2832634.70703125,8025.426250996
8830,1995,CA,CDF,SCU,PATTERSON PASS,00002144,1995/08/24 00:00:00+00,,2,,1,270.774,,,,00000223,,1990,1753684.453125,5941.10737641981
8831,1995,CA,CDF,MVU,GRADE,00000000,1995/11/30 00:00:00+00,,14,,1,160.9043,,,,000062.0,,1990,931827.24609375,4079.75180076083
8832,1995,CA,CDF,MVU,PINE HILLS,00000000,1995/10/27 00:00:00+00,,14,,1,58.67728,,,,000060.0,,1990,339086.32421875,3244.35864552389
8833,1995,CA,CDF,MVU,OROFLAMME,00000000,1995/05/27 00:00:00+00,,14,,1,92.76432,,,,000046.0,,1990,535319.953125,3235.29911407497
8834,1995,CA,USF,CNF,EL MONTE,00000000,1995/08/27 00:00:00+00,1995/09/03 00:00:00+00,3,8,1,8564.242,,,,00000045,,1990,49314109.046875,53407.5182679144
8835,1995,CA,USF,SRF,HOOPA SERIES,00000000,1995/08/11 00:00:00+00,1995/08/11 00:00:00+00,7,8,1,5.974351,,,,00000029,,1990,42705.87109375,733.503442382805
8836,1995,CA,NPS,KNP,MOTORNATU,00000000,1995/08/08 00:00:00+00,1995/08/09 00:00:00+00,18,8,1,20.68833,,,,00000035,,1990,130793.6875,2174.34165190513
8837,1995,CA,CDF,SCU,CORRAL HOLLOW - PG&E,00001560,1995/07/09 00:00:00+00,,11,,1,253.2871,,,,00000120,,1990,1638445.33203125,6265.88161065709
8838,1995,CA,CDF,SCU,ORESTIMBA,00002561,1995/10/22 00:00:00+00,,5,,1,1772.717,,,,00000327,,1990,11354224.5585938,20951.8706486514
8839,1995,CA,DOD,AFV,GRANT,00000842,1995/10/04 00:00:00+00,1995/10/04 00:00:00+00,11,1,1,206.6388,,,,00000842,,1990,1243411.01953125,6737.39225052412
8840,1995,CA,DOD,AFV,PINE_CANYON,00000632,1995/07/12 00:00:00+00,1995/07/12 00:00:00+00,18,4,1,32.97486,,,,00000632,,1990,197860.515625,3153.32339930851
8841,1995,CA,DOD,AFV,ASPEN,00000616,1995/07/06 00:00:00+00,1995/07/06 00:00:00+00,8,4,1,1.35602,,,,00000616,,1990,8150.05859375,421.900519668489
8842,1995,CA,DOD,AFV,SLC-4,00001037,1995/12/05 00:00:00+00,1995/12/05 00:00:00+00,9,4,1,5.595085,,,,00001037,,1990,33522.41796875,878.682043620489
8843,1995,CA,CCO,LAC,PEARBLOSSOM FIRE,00951228,1995/08/08 00:00:00+00,,14,,1,66.44261,,,,00000095,,1990,397154.36328125,3095.33760805173
8844,1995,CA,CCO,LAC,FREEWAY FIRE,00951154,1995/08/04 00:00:00+00,,14,,1,235.0569,,,,00000057,,1990,1404476.6171875,6354.74862319976
8845,1995,CA,CCO,LAC,TROTTER FIRE,00959701,1995/07/11 00:00:00+00,,14,,1,267.2463,,,,00000002,,1990,1594809.47265625,6489.19418395294
8846,1995,CA,CCO,LAC,FREEWAY FIRE NO II,00951495,1995/10/05 00:00:00+00,,14,,1,1233.457,,,,00000093,,1990,7357957.39453125,20303.3341817515
8847,1995,CA,CCO,LAC,TOWSLEY FIRE,00951811,1995/12/04 00:00:00+00,,14,,1,818.1845,,,,00000011,,1990,4869006.453125,13063.9673439553
8848,1995,CA,BLM,NOD,DEMO,00000000,,,2,8,1,446.6685,,,,0000D463,,1990,3111513.703125,7808.92525936416
8849,1995,CA,CDF,SLU,TWISSELMAN,00002952,1995/08/28 00:00:00+00,,14,,1,251.4689,,,,00000000,,1990,1542273.5234375,5633.77123859956
8850,1995,CA,CDF,BEU,PANOCHE,00002019,,,14,,1,485.0718,,,,00000000,,1990,3055602.6640625,8649.46757498624
8851,1995,CA,USF,SRF,SHADE,00000003,1995/05/23 00:00:00+00,1995/05/31 00:00:00+00,5,8,1,74.67548,,,,00501665,,1990,545097.9921875,2620.56777711116
8852,1995,CA,USF,SRF,7 TRIBES,00000000,1995/06/30 00:00:00+00,1995/06/30 00:00:00+00,7,8,1,2.489475,,,,00000010,,1990,17713.921875,472.406266260266
8853,1995,CA,USF,SRF,KNIGHT,00000000,1995/09/21 00:00:00+00,1995/09/21 00:00:00+00,7,8,1,19.91499,,,,00000041,,1990,141591.79296875,1335.60860267667
8854,1995,CA,CDF,SLU,BITTERWATER,00002427,1995/07/24 00:00:00+00,,14,,1,65.23504,,,,00000000,,1990,398618.8515625,3539.78960270357
8855,1995,CA,CDF,FKU,TAR,00000000,1995/09/04 00:00:00+00,,14,,1,126.9404,,,,00000000,,1990,784947.296875,3788.06652867062
8856,1995,CA,USF,KNF,PANTHER,00000000,1995/08/01 00:00:00+00,1995/08/02 00:00:00+00,2,8,1,2.594373,,,,00000069,,1990,18896.8203125,687.435326102828
8857,1995,CA,CCO,KRN,LOPEZ,00000000,1995/07/30 00:00:00+00,,1,,1,1923.819,,,,00000000,,1990,11626296.4296875,17934.2579195585
8858,1995,CA,BLM,NOD, ,00000000,1995/09/15 00:00:00+00,,1,,1,349.6158,,,,0000D525,,1990,2556777.46875,11111.1746051269
8859,1995,CA,BLM,BBD,OUTLAW,00000000,1995/05/24 00:00:00+00,1995/05/24 00:00:00+00,7,8,1,339.2361,,,,0000U843,,1990,2072728.90234375,11204.2500637191
8860,1995,CA,BLM,BBD,MCPHERSON,00000000,1995/05/26 00:00:00+00,1995/05/26 00:00:00+00,11,8,1,179.485,,,,0000U846,,1990,1098907.16015625,4039.14878177124
8861,1995,CA,BLM,BBD,RED,00000000,1995/05/28 00:00:00+00,1995/05/28 00:00:00+00,2,8,1,158.0317,,,,0000U848,,1990,969340.5,4523.93207867344
8862,1995,CA,BLM,BBD,SHERWOOD,00000000,1995/05/29 00:00:00+00,1995/05/29 00:00:00+00,11,8,1,1337.019,,,,0000U849,,1990,8207890.3984375,12877.4280631505
8863,1995,CA,BLM,BBD,SIMMLER,00000000,1995/06/01 00:00:00+00,1995/06/02 00:00:00+00,5,8,1,992.3865,,,,0000U850,,1990,6038741.5078125,12593.9229354602
8864,1995,CA,BLM,BBD,46,00000000,1995/06/01 00:00:00+00,1995/06/01 00:00:00+00,11,8,1,7461.468,,,,0000U851,,1990,45810303.578125,39682.2769634749
8865,1995,CA,BLM,BBD,UNITED,00000000,1995/06/07 00:00:00+00,1995/06/07 00:00:00+00,11,8,1,612.9363,,,,0000U855,,1990,3757455.48828125,8057.3606020977
8866,1995,CA,BLM,BBD,MINERS,00000000,1995/06/21 00:00:00+00,1995/06/21 00:00:00+00,2,8,1,29.56141,,,,0000U870,,1990,197192.82421875,1825.84647166236
8867,1995,CA,BLM,BBD,ELK,00000000,1995/06/25 00:00:00+00,1995/06/26 00:00:00+00,11,8,1,1835.586,,,,0000U879,,1990,11103708.8789062,13373.6358192238
8868,1995,CA,BLM,BBD,BAGBY,00000000,1995/07/22 00:00:00+00,1995/07/22 00:00:00+00,4,8,1,16.74185,,,,0000U889,,1990,108140.84375,1484.49214976014
8869,1995,CA,BLM,BBD,CUYAMA,00000000,1995/07/10 00:00:00+00,1995/07/10 00:00:00+00,2,8,1,29.15591,,,,0000U907,,1990,176306.61328125,2143.13902492134
8870,1995,CA,BLM,BBD,58 #2,00000000,1995/07/13 00:00:00+00,1995/07/13 00:00:00+00,3,8,1,388.3563,,,,0000U915,,1990,2367810.484375,7435.98388302091
8871,1995,CA,BLM,BBD,FRESNO#33,00000000,1995/06/26 00:00:00+00,1995/06/26 00:00:00+00,11,8,1,42.91624,,,,0000U918,,1990,267329.16796875,2179.35595797137
8872,1995,CA,BLM,BBD,TANK,00000000,1995/07/14 00:00:00+00,1995/07/14 00:00:00+00,3,8,1,161.6434,,,,0000U919,,1990,982579.859375,4260.94437082697
8873,1995,CA,BLM,BBD,PANOCHE#2,00000000,1995/07/26 00:00:00+00,1995/07/27 00:00:00+00,11,8,1,228.9628,,,,0000U943,,1990,1444838.359375,5002.81198841983
8874,1995,CA,BLM,BBD,BACK,00000000,1995/07/29 00:00:00+00,1995/07/29 00:00:00+00,1,8,1,83.98601,,,,0000U950,,1990,511590.953125,3378.38541433597
8875,1995,CA,BLM,BBD,PEDRO,00000000,1995/07/28 00:00:00+00,1995/07/28 00:00:00+00,2,8,1,16.17387,,,,0000U952,,1990,104776.46875,1295.28491414556
8876,1995,CA,CDF,RRU,ESPERANZA,00008072,,,14,,1,249.3217,,,,00000000,,1990,1467945.40234375,6043.80955489259
8877,1995,CA,CDF,BDU,PILGRIM,00045875,1995/07/21 00:00:00+00,,2,,1,2081.421,,,,00000571,,1990,12288339.0039062,33790.5731447225
8878,1995,CA,CDF,RRU,WHITEWATER,00025424,1995/05/30 00:00:00+00,,2,,1,114.8139,,,,00000589,,1990,677049.921875,3517.42931196437
8879,1995,CA,CDF,RRU,VISTA,00007426,,,14,,1,125.6627,,,,00000000,,1990,738873.51171875,5228.85380497153
8880,1995,CA,CDF,RRU,WICK,00007626,,,14,,1,452.9946,,,,00000000,,1990,2675356.02734375,6700.40260816933
8881,1995,CA,CDF,RRU,COTTONWOOD,00007871,,,14,,1,530.9715,,,,00000000,,1990,3110061.921875,9609.98325951974
8882,1995,CA,CDF,RRU,EXCELSIOR,00029803,1995/06/23 00:00:00+00,,14,,1,1819.425,,,,00000777,,1990,10726204.1875,15219.2627873561
8883,1995,CA,CDF,RRU,WATER,00030992,1995/06/29 00:00:00+00,,2,,1,337.0995,,,,00000832,,1990,1982588.66015625,7827.34531031553
8884,1995,CA,CDF,RRU,VERDUGO,00001186,,,14,,1,119.4977,,,,00000000,,1990,704674.796875,3627.16405429311
8885,1995,CA,CDF,RRU,NICHOLS,00031598,1995/07/02 00:00:00+00,,10,,1,1264.274,,,,00000859,,1990,7414956.71875,13419.6269677091
8886,1995,CA,CDF,RRU,DAWSON,00034850,1995/07/20 00:00:00+00,,8,,1,4717.969,,,,00001030,,1990,27696040.8320312,32435.6720442556
8887,1995,CA,CDF,RRU,HWY 62,00035322,1995/07/22 00:00:00+00,,7,,1,1316.947,,,,00001054,,1990,7765515.55078125,11809.9824546399
8888,1995,CA,CDF,RRU,MORENO,00035423,1995/07/23 00:00:00+00,,3,,1,946.527,,,,00001056,,1990,5571282.4765625,9875.32824146305
8889,1995,CA,CDF,RRU,STANLEY,00036191,1995/07/27 00:00:00+00,,10,,1,5128.505,,,,00001097,,1990,29956497.3242188,29342.9322743978
8890,1995,CA,CDF,RRU,RECHE,00036200,1995/07/27 00:00:00+00,,9,,1,1481.89,,,,00001102,,1990,8745116.37109375,13112.0925852541
8891,1995,CA,CDF,RRU,LUZ,00006566,,,14,,1,113.0821,,,,00000000,,1990,659357.3671875,3635.85680725159
8892,1995,CA,CDF,RRU,MAYWOOD,00006782,,,14,,1,454.4753,,,,00000000,,1990,2668301.56640625,8277.95212399234
8893,1995,CA,CDF,MVU,RIBBONWOOD,00000000,1995/07/29 00:00:00+00,,14,,1,77.96095,,,,000050.0,,1990,446579.30078125,3391.9967057505
